2024-10-10 03:10:23 - [2024-10-10 03:10:23] MonsterMonstruo 231003101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 10:29:32 - [2024-10-10 10:29:32] Monster Monstruo 162910101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 4.
2024-10-10 10:29:32 - [2024-10-10 10:29:32] Monster Monstruo 182910101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 4.
2024-10-10 10:29:36 - [2024-10-10 10:29:36] MonsterMonstruo 342910101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 1.
2024-10-10 10:29:38 - [2024-10-10 10:29:38] MonsterMonstruo 352910101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 10:29:44 - [2024-10-10 10:29:44] MonsterMonstruo 432910101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 2.
2024-10-10 10:29:46 - [2024-10-10 10:29:46] MonsterMonstruo 452910101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 10:29:50 - [2024-10-10 10:29:50] MonsterMonstruo 482910101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 3.
2024-10-10 10:29:58 - [2024-10-10 10:29:58] MonsterMonstruo 582910101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 10:30:02 - [2024-10-10 10:30:02] MonsterMonstruo 13010101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
2024-10-10 10:30:04 - [2024-10-10 10:30:04] MonsterMonstruo 43010101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 4.
2024-10-10 10:30:16 - [2024-10-10 10:30:16] Monster Monstruo 342910101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 1.
2024-10-10 10:30:16 - [2024-10-10 10:30:16] Monster Monstruo 352910101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 10:30:16 - [2024-10-10 10:30:16] Monster Monstruo 432910101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 2.
2024-10-10 10:30:16 - [2024-10-10 10:30:16] Monster Monstruo 452910101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 10:30:16 - [2024-10-10 10:30:16] Monster Monstruo 482910101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 3.
2024-10-10 10:30:16 - [2024-10-10 10:30:16] Monster Monstruo 582910101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 10:30:16 - [2024-10-10 10:30:16] Monster Monstruo 13010101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 4.
2024-10-10 10:30:16 - [2024-10-10 10:30:16] Monster Monstruo 43010101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 4.
2024-10-10 10:30:20 - [2024-10-10 10:30:20] MonsterMonstruo 183010101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 10:30:31 - [2024-10-10 10:30:31] MonsterMonstruo 303010101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 10:30:35 - [2024-10-10 10:30:35] MonsterMonstruo 333010101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 2.
2024-10-10 10:30:39 - [2024-10-10 10:30:39] MonsterMonstruo 373010101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 10:30:43 - [2024-10-10 10:30:43] MonsterMonstruo 423010101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 10:30:45 - [2024-10-10 10:30:45] MonsterMonstruo 433010101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 10:30:51 - [2024-10-10 10:30:51] MonsterMonstruo 503010101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 4.
2024-10-10 10:30:53 - [2024-10-10 10:30:53] MonsterMonstruo 523010101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 4.
2024-10-10 10:32:00 - [2024-10-10 10:32:00] MonsterMonstruo 3210101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 10:32:04 - [2024-10-10 10:32:04] MonsterMonstruo 43210101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 1.
2024-10-10 10:32:08 - [2024-10-10 10:32:08] MonsterMonstruo 83210101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 2.
2024-10-10 10:32:20 - [2024-10-10 10:32:20] MonsterMonstruo 193210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 10:32:22 - [2024-10-10 10:32:22] MonsterMonstruo 203210101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 10:32:24 - [2024-10-10 10:32:24] MonsterMonstruo 223210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 10:32:38 - [2024-10-10 10:32:38] MonsterMonstruo 363210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 4.
2024-10-10 10:32:58 - [2024-10-10 10:32:58] MonsterMonstruo 583210101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
2024-10-10 10:33:33 - [2024-10-10 10:33:33] MonsterMonstruo 323310101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 10:33:59 - [2024-10-10 10:33:59] MonsterMonstruo 583310101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 10:34:03 - [2024-10-10 10:34:03] MonsterMonstruo 33410101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 2.
2024-10-10 10:34:13 - [2024-10-10 10:34:13] MonsterMonstruo 133410101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 10:34:29 - [2024-10-10 10:34:29] MonsterMonstruo 283410101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 3.
2024-10-10 10:34:53 - [2024-10-10 10:34:53] MonsterMonstruo 533410101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 3.
2024-10-10 10:42:04 - [2024-10-10 10:42:04] MonsterMonstruo 34210101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 10:42:19 - [2024-10-10 10:42:19] MonsterMonstruo 174210101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 1.
2024-10-10 10:42:25 - [2024-10-10 10:42:25] MonsterMonstruo 234210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 2.
2024-10-10 10:42:43 - [2024-10-10 10:42:43] MonsterMonstruo 424210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 2.
2024-10-10 10:42:59 - [2024-10-10 10:42:59] MonsterMonstruo 584210101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 10:43:01 - [2024-10-10 10:43:01] MonsterMonstruo 4310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 10:43:03 - [2024-10-10 10:43:03] MonsterMonstruo 24310101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 4.
2024-10-10 10:43:15 - [2024-10-10 10:43:15] MonsterMonstruo 144310101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 4.
2024-10-10 10:43:27 - [2024-10-10 10:43:27] Monster Monstruo 34210101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 1.
2024-10-10 10:43:27 - [2024-10-10 10:43:27] Monster Monstruo 174210101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 1.
2024-10-10 10:43:27 - [2024-10-10 10:43:27] Monster Monstruo 234210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 2.
2024-10-10 10:43:27 - [2024-10-10 10:43:27] Monster Monstruo 424210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 2.
2024-10-10 10:43:27 - [2024-10-10 10:43:27] Monster Monstruo 584210101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 3.
2024-10-10 10:43:27 - [2024-10-10 10:43:27] Monster Monstruo 4310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 3.
2024-10-10 10:43:27 - [2024-10-10 10:43:27] Monster Monstruo 24310101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 4.
2024-10-10 10:43:27 - [2024-10-10 10:43:27] Monster Monstruo 144310101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 4.
2024-10-10 10:43:29 - [2024-10-10 10:43:29] MonsterMonstruo 164310101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 10:43:31 - [2024-10-10 10:43:31] MonsterMonstruo 274310101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 10:43:33 - [2024-10-10 10:43:33] MonsterMonstruo 314310101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 10:43:35 - [2024-10-10 10:43:35] MonsterMonstruo 334310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 10:43:41 - [2024-10-10 10:43:41] MonsterMonstruo 394310101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 10:43:45 - [2024-10-10 10:43:45] MonsterMonstruo 434310101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 3.
2024-10-10 10:43:49 - [2024-10-10 10:43:49] MonsterMonstruo 474310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 4.
2024-10-10 10:43:51 - [2024-10-10 10:43:51] MonsterMonstruo 494310101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 4.
2024-10-10 10:44:03 - [2024-10-10 10:44:03] Monster Monstruo 164310101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 10:44:03 - [2024-10-10 10:44:03] Monster Monstruo 274310101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 1.
2024-10-10 10:44:03 - [2024-10-10 10:44:03] Monster Monstruo 314310101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 2.
2024-10-10 10:44:03 - [2024-10-10 10:44:03] Monster Monstruo 334310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 10:44:03 - [2024-10-10 10:44:03] Monster Monstruo 394310101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 10:44:03 - [2024-10-10 10:44:03] Monster Monstruo 434310101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 3.
2024-10-10 10:44:03 - [2024-10-10 10:44:03] Monster Monstruo 474310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 4.
2024-10-10 10:44:03 - [2024-10-10 10:44:03] Monster Monstruo 494310101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 4.
2024-10-10 10:44:19 - [2024-10-10 10:44:19] MonsterMonstruo 174410101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 10:44:31 - [2024-10-10 10:44:31] MonsterMonstruo 294410101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 1.
2024-10-10 10:50:57 - [2024-10-10 10:50:57] MonsterMonstruo 575010101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 10:51:07 - [2024-10-10 10:51:07] MonsterMonstruo 65110101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 10:51:21 - [2024-10-10 10:51:21] MonsterMonstruo 215110101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 10:51:27 - [2024-10-10 10:51:27] MonsterMonstruo 275110101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 2.
2024-10-10 10:51:33 - [2024-10-10 10:51:33] MonsterMonstruo 335110101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 3.
2024-10-10 10:51:58 - [2024-10-10 10:51:58] MonsterMonstruo 575110101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 3.
2024-10-10 10:52:02 - [2024-10-10 10:52:02] MonsterMonstruo 5210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 4.
2024-10-10 10:52:08 - [2024-10-10 10:52:08] MonsterMonstruo 65210101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 4.
2024-10-10 10:52:20 - [2024-10-10 10:52:20] Monster Monstruo 575010101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 1.
2024-10-10 10:52:20 - [2024-10-10 10:52:20] Monster Monstruo 65110101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 10:52:20 - [2024-10-10 10:52:20] Monster Monstruo 215110101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 10:52:20 - [2024-10-10 10:52:20] Monster Monstruo 275110101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 2.
2024-10-10 10:52:20 - [2024-10-10 10:52:20] Monster Monstruo 335110101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 3.
2024-10-10 10:52:20 - [2024-10-10 10:52:20] Monster Monstruo 575110101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 3.
2024-10-10 10:52:20 - [2024-10-10 10:52:20] Monster Monstruo 5210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 4.
2024-10-10 10:52:20 - [2024-10-10 10:52:20] Monster Monstruo 65210101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 4.
2024-10-10 10:52:24 - [2024-10-10 10:52:24] MonsterMonstruo 235210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 10:52:44 - [2024-10-10 10:52:44] MonsterMonstruo 445210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 10:52:50 - [2024-10-10 10:52:50] MonsterMonstruo 505210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 2.
2024-10-10 10:53:32 - [2024-10-10 10:53:32] MonsterMonstruo 325310101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 2.
2024-10-10 10:53:48 - [2024-10-10 10:53:48] MonsterMonstruo 475310101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 3.
2024-10-10 10:53:56 - [2024-10-10 10:53:56] MonsterMonstruo 565310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 10:54:36 - [2024-10-10 10:54:36] MonsterMonstruo 355410101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 4.
2024-10-10 10:54:38 - [2024-10-10 10:54:38] MonsterMonstruo 385410101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 4.
2024-10-10 10:54:50 - [2024-10-10 10:54:50] Monster Monstruo 235210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 10:54:50 - [2024-10-10 10:54:50] Monster Monstruo 445210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 10:54:50 - [2024-10-10 10:54:50] Monster Monstruo 505210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 2.
2024-10-10 10:54:50 - [2024-10-10 10:54:50] Monster Monstruo 325310101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 2.
2024-10-10 10:54:50 - [2024-10-10 10:54:50] Monster Monstruo 475310101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 3.
2024-10-10 10:54:50 - [2024-10-10 10:54:50] Monster Monstruo 565310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 3.
2024-10-10 10:54:50 - [2024-10-10 10:54:50] Monster Monstruo 355410101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 4.
2024-10-10 10:54:50 - [2024-10-10 10:54:50] Monster Monstruo 385410101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 4.
2024-10-10 10:55:07 - [2024-10-10 10:55:07] MonsterMonstruo 65510101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 10:55:13 - [2024-10-10 10:55:13] MonsterMonstruo 125510101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 10:55:19 - [2024-10-10 10:55:19] MonsterMonstruo 185510101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 2.
2024-10-10 10:55:27 - [2024-10-10 10:55:27] MonsterMonstruo 275510101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 2.
2024-10-10 10:55:45 - [2024-10-10 10:55:45] MonsterMonstruo 455510101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 3.
2024-10-10 10:55:51 - [2024-10-10 10:55:51] MonsterMonstruo 515510101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 10:56:09 - [2024-10-10 10:56:09] MonsterMonstruo 95610101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 4.
2024-10-10 10:56:13 - [2024-10-10 10:56:13] MonsterMonstruo 125610101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 4.
2024-10-10 10:56:25 - [2024-10-10 10:56:25] Monster Monstruo 65510101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 10:56:25 - [2024-10-10 10:56:25] Monster Monstruo 125510101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 1.
2024-10-10 10:56:25 - [2024-10-10 10:56:25] Monster Monstruo 185510101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 2.
2024-10-10 10:56:25 - [2024-10-10 10:56:25] Monster Monstruo 275510101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 2.
2024-10-10 10:56:25 - [2024-10-10 10:56:25] Monster Monstruo 455510101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 3.
2024-10-10 10:56:25 - [2024-10-10 10:56:25] Monster Monstruo 515510101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 10:56:25 - [2024-10-10 10:56:25] Monster Monstruo 95610101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 4.
2024-10-10 10:56:25 - [2024-10-10 10:56:25] Monster Monstruo 125610101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 4.
2024-10-10 10:58:23 - [2024-10-10 10:58:23] MonsterMonstruo 225810101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 10:58:27 - [2024-10-10 10:58:27] MonsterMonstruo 265810101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 10:58:39 - [2024-10-10 10:58:39] MonsterMonstruo 385810101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 2.
2024-10-10 10:58:46 - [2024-10-10 10:58:46] MonsterMonstruo 445810101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 10:58:54 - [2024-10-10 10:58:54] MonsterMonstruo 525810101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 3.
2024-10-10 10:59:18 - [2024-10-10 10:59:18] MonsterMonstruo 175910101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 10:59:24 - [2024-10-10 10:59:24] MonsterMonstruo 235910101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 4.
2024-10-10 10:59:34 - [2024-10-10 10:59:34] MonsterMonstruo 335910101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 4.
2024-10-10 10:59:46 - [2024-10-10 10:59:46] Monster Monstruo 225810101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 10:59:46 - [2024-10-10 10:59:46] Monster Monstruo 265810101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 10:59:46 - [2024-10-10 10:59:46] Monster Monstruo 385810101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 2.
2024-10-10 10:59:46 - [2024-10-10 10:59:46] Monster Monstruo 445810101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 2.
2024-10-10 10:59:46 - [2024-10-10 10:59:46] Monster Monstruo 525810101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 3.
2024-10-10 10:59:46 - [2024-10-10 10:59:46] Monster Monstruo 175910101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 3.
2024-10-10 10:59:46 - [2024-10-10 10:59:46] Monster Monstruo 235910101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 4.
2024-10-10 10:59:46 - [2024-10-10 10:59:46] Monster Monstruo 335910101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 4.
2024-10-10 11:00:27 - [2024-10-10 11:00:27] MonsterMonstruo 260011101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 11:00:31 - [2024-10-10 11:00:31] MonsterMonstruo 300011101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 11:00:35 - [2024-10-10 11:00:35] MonsterMonstruo 340011101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 2.
2024-10-10 11:00:43 - [2024-10-10 11:00:43] MonsterMonstruo 420011101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 11:00:47 - [2024-10-10 11:00:47] MonsterMonstruo 460011101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 11:00:49 - [2024-10-10 11:00:49] MonsterMonstruo 480011101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 11:00:55 - [2024-10-10 11:00:55] MonsterMonstruo 540011101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 4.
2024-10-10 11:01:33 - [2024-10-10 11:01:33] MonsterMonstruo 320111101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 4.
2024-10-10 11:01:45 - [2024-10-10 11:01:45] Monster Monstruo 260011101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 1.
2024-10-10 11:01:45 - [2024-10-10 11:01:45] Monster Monstruo 300011101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 1.
2024-10-10 11:01:45 - [2024-10-10 11:01:45] Monster Monstruo 340011101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 2.
2024-10-10 11:01:45 - [2024-10-10 11:01:45] Monster Monstruo 420011101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 11:01:45 - [2024-10-10 11:01:45] Monster Monstruo 460011101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 11:01:45 - [2024-10-10 11:01:45] Monster Monstruo 480011101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 11:01:45 - [2024-10-10 11:01:45] Monster Monstruo 540011101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 4.
2024-10-10 11:01:45 - [2024-10-10 11:01:45] Monster Monstruo 320111101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 4.
2024-10-10 11:01:51 - [2024-10-10 11:01:51] MonsterMonstruo 490111101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 11:01:53 - [2024-10-10 11:01:53] MonsterMonstruo 510111101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 11:04:35 - [2024-10-10 11:04:35] MonsterMonstruo 340411101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 11:04:37 - [2024-10-10 11:04:37] MonsterMonstruo 350411101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 11:04:45 - [2024-10-10 11:04:45] MonsterMonstruo 440411101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 2.
2024-10-10 11:04:55 - [2024-10-10 11:04:55] MonsterMonstruo 530411101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 11:04:57 - [2024-10-10 11:04:57] MonsterMonstruo 550411101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 3.
2024-10-10 11:04:59 - [2024-10-10 11:04:59] MonsterMonstruo 560411101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 11:05:01 - [2024-10-10 11:05:01] MonsterMonstruo 580411101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
