2024-10-10 03:10:23 - [2024-10-10 03:10:23] Monster Monstruo 231003101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:25:04 - [2024-10-10 10:25:04] Monster Monstruo 42510101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:25:05 - [2024-10-10 10:25:05] Monster Monstruo 52510101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:25:19 - [2024-10-10 10:25:19] Monster Monstruo 442410101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was dequeued.
2024-10-10 10:25:20 - [2024-10-10 10:25:20] Monster Monstruo 202510101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 10:25:26 - [2024-10-10 10:25:26] Monster Monstruo 262510101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:25:30 - [2024-10-10 10:25:30] Monster Monstruo 302510101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:25:32 - [2024-10-10 10:25:32] Monster Monstruo 322510101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:25:38 - [2024-10-10 10:25:38] Monster Monstruo 382510101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:25:46 - [2024-10-10 10:25:46] Monster Monstruo 462510101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:25:48 - [2024-10-10 10:25:48] Monster Monstruo 482510101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:25:59 - [2024-10-10 10:25:59] Monster Monstruo 592510101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 10:26:01 - [2024-10-10 10:26:01] Monster Monstruo 12610101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:26:11 - [2024-10-10 10:26:11] Monster Monstruo 202510101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was dequeued.
2024-10-10 10:26:11 - [2024-10-10 10:26:11] Monster Monstruo 112610101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:26:20 - [2024-10-10 10:26:20] Monster Monstruo 202610101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:26:23 - [2024-10-10 10:26:23] Monster Monstruo 232610101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:26:26 - [2024-10-10 10:26:26] Monster Monstruo 262610101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:26:29 - [2024-10-10 10:26:29] Monster Monstruo 292610101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:26:30 - [2024-10-10 10:26:30] Monster Monstruo 302610101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 10:26:38 - [2024-10-10 10:26:38] Monster Monstruo 382610101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 10:26:39 - [2024-10-10 10:26:39] Monster Monstruo 392610101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 10:26:51 - [2024-10-10 10:26:51] Monster Monstruo 12610101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was dequeued.
2024-10-10 10:26:54 - [2024-10-10 10:26:54] Monster Monstruo 542610101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:27:07 - [2024-10-10 10:27:07] Monster Monstruo 72710101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:27:08 - [2024-10-10 10:27:08] Monster Monstruo 82710101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:27:13 - [2024-10-10 10:27:13] Monster Monstruo 132710101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:27:16 - [2024-10-10 10:27:16] Monster Monstruo 162710101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:27:17 - [2024-10-10 10:27:17] Monster Monstruo 172710101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:27:20 - [2024-10-10 10:27:20] Monster Monstruo 202710101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:27:23 - [2024-10-10 10:27:23] Monster Monstruo 232710101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:27:34 - [2024-10-10 10:27:34] Monster Monstruo 392610101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was dequeued.
2024-10-10 10:27:35 - [2024-10-10 10:27:35] Monster Monstruo 352710101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:27:36 - [2024-10-10 10:27:36] Monster Monstruo 362710101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:27:40 - [2024-10-10 10:27:40] Monster Monstruo 402710101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:27:43 - [2024-10-10 10:27:43] Monster Monstruo 432710101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:27:47 - [2024-10-10 10:27:47] Monster Monstruo 472710101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:27:52 - [2024-10-10 10:27:52] Monster Monstruo 522710101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:27:55 - [2024-10-10 10:27:55] Monster Monstruo 552710101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 10:28:08 - [2024-10-10 10:28:08] Monster Monstruo 232710101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was dequeued.
2024-10-10 10:28:09 - [2024-10-10 10:28:09] Monster Monstruo 92810101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 10:28:12 - [2024-10-10 10:28:12] Monster Monstruo 122810101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:28:14 - [2024-10-10 10:28:14] Monster Monstruo 142810101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:28:18 - [2024-10-10 10:28:18] Monster Monstruo 182810101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:28:19 - [2024-10-10 10:28:19] Monster Monstruo 192810101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:28:30 - [2024-10-10 10:28:30] Monster Monstruo 302810101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 10:28:35 - [2024-10-10 10:28:35] Monster Monstruo 352810101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:28:36 - [2024-10-10 10:28:36] Monster Monstruo 362810101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:28:37 - [2024-10-10 10:28:37] Monster Monstruo 372810101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:28:39 - [2024-10-10 10:28:39] Monster Monstruo 392810101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:28:50 - [2024-10-10 10:28:50] Monster Monstruo 92810101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was dequeued.
2024-10-10 10:28:52 - [2024-10-10 10:28:52] Monster Monstruo 522810101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:29:01 - [2024-10-10 10:29:01] Monster Monstruo 12910101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:29:13 - [2024-10-10 10:29:13] Monster Monstruo 132910101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:29:15 - [2024-10-10 10:29:15] Monster Monstruo 152910101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:29:16 - [2024-10-10 10:29:16] Monster Monstruo 162910101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:29:18 - [2024-10-10 10:29:18] Monster Monstruo 182910101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:29:32 - [2024-10-10 10:29:32] Monster Monstruo 372810101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was dequeued.
2024-10-10 10:29:34 - [2024-10-10 10:29:34] Monster Monstruo 342910101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 10:29:35 - [2024-10-10 10:29:35] Monster Monstruo 352910101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:29:43 - [2024-10-10 10:29:43] Monster Monstruo 432910101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:29:45 - [2024-10-10 10:29:45] Monster Monstruo 452910101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:29:48 - [2024-10-10 10:29:48] Monster Monstruo 482910101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 10:29:58 - [2024-10-10 10:29:58] Monster Monstruo 582910101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:30:01 - [2024-10-10 10:30:01] Monster Monstruo 13010101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:30:04 - [2024-10-10 10:30:04] Monster Monstruo 43010101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:30:16 - [2024-10-10 10:30:16] Monster Monstruo 342910101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was dequeued.
2024-10-10 10:30:18 - [2024-10-10 10:30:18] Monster Monstruo 183010101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:30:30 - [2024-10-10 10:30:30] Monster Monstruo 303010101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:30:33 - [2024-10-10 10:30:33] Monster Monstruo 333010101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:30:37 - [2024-10-10 10:30:37] Monster Monstruo 373010101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:30:42 - [2024-10-10 10:30:42] Monster Monstruo 423010101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:30:43 - [2024-10-10 10:30:43] Monster Monstruo 433010101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:30:50 - [2024-10-10 10:30:50] Monster Monstruo 503010101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:30:52 - [2024-10-10 10:30:52] Monster Monstruo 523010101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:30:54 - [2024-10-10 10:30:54] Monster Monstruo 543010101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:32:00 - [2024-10-10 10:32:00] Monster Monstruo 3210101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:32:04 - [2024-10-10 10:32:04] Monster Monstruo 43210101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 10:32:08 - [2024-10-10 10:32:08] Monster Monstruo 83210101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 10:32:19 - [2024-10-10 10:32:19] Monster Monstruo 193210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:32:20 - [2024-10-10 10:32:20] Monster Monstruo 203210101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:32:22 - [2024-10-10 10:32:22] Monster Monstruo 223210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:32:36 - [2024-10-10 10:32:36] Monster Monstruo 363210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:32:58 - [2024-10-10 10:32:58] Monster Monstruo 583210101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:32:59 - [2024-10-10 10:32:59] Monster Monstruo 593210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:33:32 - [2024-10-10 10:33:32] Monster Monstruo 323310101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:33:58 - [2024-10-10 10:33:58] Monster Monstruo 583310101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:34:03 - [2024-10-10 10:34:03] Monster Monstruo 33410101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:34:13 - [2024-10-10 10:34:13] Monster Monstruo 133410101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:34:28 - [2024-10-10 10:34:28] Monster Monstruo 283410101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:34:53 - [2024-10-10 10:34:53] Monster Monstruo 533410101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:42:03 - [2024-10-10 10:42:03] Monster Monstruo 34210101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:42:17 - [2024-10-10 10:42:17] Monster Monstruo 174210101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 10:42:23 - [2024-10-10 10:42:23] Monster Monstruo 234210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:42:42 - [2024-10-10 10:42:42] Monster Monstruo 424210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:42:58 - [2024-10-10 10:42:58] Monster Monstruo 584210101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:43:00 - [2024-10-10 10:43:00] Monster Monstruo 4310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:43:02 - [2024-10-10 10:43:02] Monster Monstruo 24310101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:43:14 - [2024-10-10 10:43:14] Monster Monstruo 144310101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:43:16 - [2024-10-10 10:43:16] Monster Monstruo 164310101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:43:27 - [2024-10-10 10:43:27] Monster Monstruo 34210101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was dequeued.
2024-10-10 10:43:27 - [2024-10-10 10:43:27] Monster Monstruo 274310101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:43:31 - [2024-10-10 10:43:31] Monster Monstruo 314310101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:43:33 - [2024-10-10 10:43:33] Monster Monstruo 334310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:43:39 - [2024-10-10 10:43:39] Monster Monstruo 394310101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:43:43 - [2024-10-10 10:43:43] Monster Monstruo 434310101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 10:43:47 - [2024-10-10 10:43:47] Monster Monstruo 474310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:43:49 - [2024-10-10 10:43:49] Monster Monstruo 494310101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:44:03 - [2024-10-10 10:44:03] Monster Monstruo 164310101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was dequeued.
2024-10-10 10:44:17 - [2024-10-10 10:44:17] Monster Monstruo 174410101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:44:29 - [2024-10-10 10:44:29] Monster Monstruo 294410101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 10:50:57 - [2024-10-10 10:50:57] Monster Monstruo 575010101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:51:06 - [2024-10-10 10:51:06] Monster Monstruo 65110101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:51:21 - [2024-10-10 10:51:21] Monster Monstruo 215110101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:51:27 - [2024-10-10 10:51:27] Monster Monstruo 275110101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:51:33 - [2024-10-10 10:51:33] Monster Monstruo 335110101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:51:57 - [2024-10-10 10:51:57] Monster Monstruo 575110101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:52:00 - [2024-10-10 10:52:00] Monster Monstruo 5210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:52:06 - [2024-10-10 10:52:06] Monster Monstruo 65210101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:52:20 - [2024-10-10 10:52:20] Monster Monstruo 575010101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was dequeued.
2024-10-10 10:52:23 - [2024-10-10 10:52:23] Monster Monstruo 235210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:52:44 - [2024-10-10 10:52:44] Monster Monstruo 445210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:52:50 - [2024-10-10 10:52:50] Monster Monstruo 505210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:53:32 - [2024-10-10 10:53:32] Monster Monstruo 325310101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 10:53:47 - [2024-10-10 10:53:47] Monster Monstruo 475310101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:53:56 - [2024-10-10 10:53:56] Monster Monstruo 565310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:54:35 - [2024-10-10 10:54:35] Monster Monstruo 355410101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:54:38 - [2024-10-10 10:54:38] Monster Monstruo 385410101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 10:54:50 - [2024-10-10 10:54:50] Monster Monstruo 235210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was dequeued.
2024-10-10 10:55:06 - [2024-10-10 10:55:06] Monster Monstruo 65510101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:55:12 - [2024-10-10 10:55:12] Monster Monstruo 125510101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:55:18 - [2024-10-10 10:55:18] Monster Monstruo 185510101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:55:27 - [2024-10-10 10:55:27] Monster Monstruo 275510101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:55:45 - [2024-10-10 10:55:45] Monster Monstruo 455510101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 10:55:51 - [2024-10-10 10:55:51] Monster Monstruo 515510101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:56:09 - [2024-10-10 10:56:09] Monster Monstruo 95610101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:56:12 - [2024-10-10 10:56:12] Monster Monstruo 125610101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:56:25 - [2024-10-10 10:56:25] Monster Monstruo 65510101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was dequeued.
2024-10-10 10:58:22 - [2024-10-10 10:58:22] Monster Monstruo 225810101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:58:26 - [2024-10-10 10:58:26] Monster Monstruo 265810101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:58:38 - [2024-10-10 10:58:38] Monster Monstruo 385810101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 10:58:44 - [2024-10-10 10:58:44] Monster Monstruo 445810101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:58:52 - [2024-10-10 10:58:52] Monster Monstruo 525810101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:59:17 - [2024-10-10 10:59:17] Monster Monstruo 175910101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:59:23 - [2024-10-10 10:59:23] Monster Monstruo 235910101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:59:33 - [2024-10-10 10:59:33] Monster Monstruo 335910101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:59:46 - [2024-10-10 10:59:46] Monster Monstruo 225810101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was dequeued.
2024-10-10 11:00:26 - [2024-10-10 11:00:26] Monster Monstruo 260011101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 11:00:30 - [2024-10-10 11:00:30] Monster Monstruo 300011101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 11:00:34 - [2024-10-10 11:00:34] Monster Monstruo 340011101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 11:00:42 - [2024-10-10 11:00:42] Monster Monstruo 420011101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 11:00:46 - [2024-10-10 11:00:46] Monster Monstruo 460011101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 11:00:48 - [2024-10-10 11:00:48] Monster Monstruo 480011101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 11:00:54 - [2024-10-10 11:00:54] Monster Monstruo 540011101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 11:01:32 - [2024-10-10 11:01:32] Monster Monstruo 320111101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 11:01:45 - [2024-10-10 11:01:45] Monster Monstruo 260011101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was dequeued.
2024-10-10 11:01:49 - [2024-10-10 11:01:49] Monster Monstruo 490111101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 11:01:51 - [2024-10-10 11:01:51] Monster Monstruo 510111101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 11:04:34 - [2024-10-10 11:04:34] Monster Monstruo 340411101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 11:04:35 - [2024-10-10 11:04:35] Monster Monstruo 350411101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 11:04:44 - [2024-10-10 11:04:44] Monster Monstruo 440411101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 11:04:53 - [2024-10-10 11:04:53] Monster Monstruo 530411101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 11:04:55 - [2024-10-10 11:04:55] Monster Monstruo 550411101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 11:04:56 - [2024-10-10 11:04:56] Monster Monstruo 560411101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 11:04:58 - [2024-10-10 11:04:58] Monster Monstruo 580411101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 11:05:07 - [2024-10-10 11:05:07] Monster Monstruo 70511101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 11:05:21 - [2024-10-10 11:05:21] Monster Monstruo 210511101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 11:05:21 - [2024-10-10 11:05:21] Monster Monstruo 340411101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was dequeued.
2024-10-10 11:05:24 - [2024-10-10 11:05:24] Monster Monstruo 240511101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
